blk_no,street,town_code,town,lat,lon,total_dwelling_units,max_floor_lvl,year_completed
412,TAMPINES ST 41,TAP,TAMPINES,1.3594372218313,103.94607894794001,107,12,1984
412,WOODLANDS ST 41,WL,WOODLANDS,1.42814010815125,103.772821890569,62,12,1986
412,YISHUN RING RD,YS,YISHUN,1.4255314450295,103.84696192053002,56,9,1992
412A,BT BATOK WEST AVE 4,BB,BUKIT BATOK,1.36485951881025,103.746496395855,0,7,2015
412A,FERNVALE LINK,SK,SENGKANG,1.3892312364170802,103.877906058862,122,23,2002
412B,FERNVALE LINK,SK,SENGKANG,1.3897250979404598,103.877958882809,122,23,2002
413,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3635258116320699,103.85367534712601,88,12,1978
413,BEDOK NTH AVE 2,BD,BEDOK,1.33030163704741,103.931086166936,96,25,1978
413,BT BATOK WEST AVE 4,BB,BUKIT BATOK,1.36356572674157,103.746596967526,24,4,1986
413,C'WEALTH AVE WEST,CL,CLEMENTI,1.3113473044253798,103.77109737824699,96,25,1977
413,CHOA CHU KANG AVE 3,CCK,CHOA CHU KANG,1.38132792158887,103.742568460559,116,15,1991
413,EUNOS RD 5,GL,GEYLANG,1.31851757833445,103.89878754441798,84,11,1990
413,FERNVALE LINK,SK,SENGKANG,1.3894844615990298,103.87829459539302,0,5,2002
413,HOUGANG AVE 10,HG,HOUGANG,1.37450179829607,103.89570963369499,96,13,1984
413,JURONG WEST ST 42,JW,JURONG WEST,1.35327579127821,103.725111457509,132,12,1983
413,NORTHSHORE DR,PG,PUNGGOL,1.4164118135919,103.899858484155,0,2,2021
413,PANDAN GDNS,JE,JURONG EAST,1.3195101017521798,103.747947223669,96,25,1979
413,PASIR RIS DR 6,PRC,PASIR RIS,1.37268850051359,103.955507049257,28,4,1989
413,SAUJANA RD,BP,BUKIT PANJANG,1.3823035279606,103.76880115588499,80,11,1988
413,SEMBAWANG DR,SB,SEMBAWANG,1.45177042242753,103.81794751169599,91,14,1999
413,SERANGOON CTRL,SGN,SERANGOON,1.34914801025153,103.873853061746,80,11,1988
413,TAMPINES ST 41,TAP,TAMPINES,1.35945906604305,103.94557471094,24,4,1985
413,WOODLANDS ST 41,WL,WOODLANDS,1.4277747147311202,103.772774411973,72,13,1994
413,YISHUN RING RD,YS,YISHUN,1.4250107431313899,103.846428227034,74,9,1992
413A,C'WEALTH AVE WEST,CL,CLEMENTI,1.31152715329977,103.770503601735,0,5,1995
413A,FERNVALE LINK,SK,SENGKANG,1.38930680618339,103.878729319261,122,23,2002
413A,NORTHSHORE DR,PG,PUNGGOL,1.41618883370019,103.90016457514,112,25,2021
413A,WOODLANDS ST 41,WL,WOODLANDS,1.4279743260761202,103.772253719555,0,5,1994
413B,FERNVALE LINK,SK,SENGKANG,1.38971066595276,103.878686138516,122,23,2002
413B,NORTHSHORE DR,PG,PUNGGOL,1.4167508750307,103.900540950368,135,20,2021
413C,NORTHSHORE DR,PG,PUNGGOL,1.41703649391817,103.900922125364,109,25,2021
414,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.36390466431674,103.85391383950301,132,12,1978
414,BEDOK NTH AVE 2,BD,BEDOK,1.3300434424258898,103.929931844469,96,25,1978
414,BT BATOK WEST AVE 4,BB,BUKIT BATOK,1.3635761060346299,103.74597741135,110,12,1985
414,C'WEALTH AVE WEST,CL,CLEMENTI,1.3115810727964299,103.77162504598499,96,25,1977
414,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.3821666047155299,103.74224829689899,91,12,1991
414,EUNOS RD 5,GL,GEYLANG,1.31811559287302,103.898220673165,27,4,1984
414,FERNVALE LINK,SK,SENGKANG,1.3897618145459198,103.880095373369,0,1,2015
414,HOUGANG AVE 10,HG,HOUGANG,1.37490432858878,103.895995982843,96,13,1984
414,JURONG WEST ST 42,JW,JURONG WEST,1.35281998847229,103.726034867574,109,12,1983
414,PANDAN GDNS,JE,JURONG EAST,1.3200831422289598,103.747247313974,110,12,1978
414,PASIR RIS DR 6,PRC,PASIR RIS,1.37244558096571,103.956149923828,72,13,1989
414,SAUJANA RD,BP,BUKIT PANJANG,1.38273377745728,103.76905568204,20,4,1988
414,SEMBAWANG DR,SB,SEMBAWANG,1.45132454894719,103.818031195261,91,14,1999
414,SERANGOON CTRL,SGN,SERANGOON,1.3488089439647901,103.87440596819799,60,11,1988
414,TAMPINES ST 41,TAP,TAMPINES,1.3598119561945199,103.94654950811199,108,10,1985
414,WOODLANDS ST 41,WL,WOODLANDS,1.42790632290388,103.77338786213801,64,13,1994
414,YISHUN RING RD,YS,YISHUN,1.42452849741738,103.846595546746,0,2,1992
414A,FERNVALE LINK,SK,SENGKANG,1.3895831080708398,103.87947708431999,147,22,2014
414B,FERNVALE LINK,SK,SENGKANG,1.39001961783907,103.879574314696,147,22,2014
415,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.36445335577545,103.85365523367201,176,12,1978
415,BEDOK NTH AVE 2,BD,BEDOK,1.32964999532964,103.930260606366,96,25,1978
415,BT BATOK WEST AVE 4,BB,BUKIT BATOK,1.36326877890119,103.746610701623,16,4,1986
415,C'WEALTH AVE WEST,CL,CLEMENTI,1.31098804719697,103.77158505335501,96,25,1977
415,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38274610888734,103.742446143166,32,4,1991
415,EUNOS RD 5,GL,GEYLANG,1.3182266185953602,103.89785494137399,116,17,1984
415,FERNVALE LINK,SK,SENGKANG,1.3892361767965502,103.879906183759,0,1,2016
415,HOUGANG AVE 10,HG,HOUGANG,1.37517507468582,103.896537715818,108,10,1984
415,JURONG WEST ST 42,JW,JURONG WEST,1.3528243186581799,103.724982266808,88,12,1983
415,PASIR RIS DR 6,PRC,PASIR RIS,1.3719536014019298,103.95635380201401,72,13,1989
415,PANDAN GDNS,JE,JURONG EAST,1.3207654334205,103.748258626828,30,4,1978
415,SAUJANA RD,BP,BUKIT PANJANG,1.38335905386753,103.76893196794599,80,11,1988
415,SERANGOON CTRL,SGN,SERANGOON,1.34979652655763,103.874499574976,60,11,1988
415,SEMBAWANG DR,SB,SEMBAWANG,1.45162631706753,103.81857298042,65,14,1999
415,TAMPINES ST 41,TAP,TAMPINES,1.3594587451825202,103.946965691919,23,4,1985
415,WOODLANDS ST 41,WL,WOODLANDS,1.42790621947848,103.774008312859,64,13,1994
415,YISHUN AVE 11,YS,YISHUN,1.4244426373039698,103.845870092641,74,10,1992
415A,FERNVALE LINK,SK,SENGKANG,1.3890450841015198,103.879415312113,147,22,2014
415A,NORTHSHORE DR,PG,PUNGGOL,1.41663078619951,103.89948833933,148,26,2021
415A,SEMBAWANG DR,SB,SEMBAWANG,1.45188168476076,103.818665235954,0,1,1999
415B,FERNVALE LINK,SK,SENGKANG,1.3888440358527498,103.88008347681699,142,21,2014
415B,NORTHSHORE DR,PG,PUNGGOL,1.4171869834770199,103.900034140723,93,19,2021
415C,FERNVALE LINK,SK,SENGKANG,1.3893198496592598,103.88050116533,143,21,2014
415C,NORTHSHORE DR,PG,PUNGGOL,1.41744806971587,103.900302527175,70,19,2021
415D,NORTHSHORE DR,PG,PUNGGOL,1.41763017913457,103.90055293079,124,25,2021
416,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.36454170890842,103.85510369054899,188,14,1978
416,BEDOK NTH AVE 2,BD,BEDOK,1.32840382815915,103.93068487034701,156,9,1978
416,BT BATOK WEST AVE 4,BB,BUKIT BATOK,1.36323334513616,103.74598853264901,110,12,1985
416,CANBERRA RD,SB,SEMBAWANG,1.45187860111276,103.818911242365,65,14,1999
416,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38334049587448,103.742083284398,80,15,1991
416,CLEMENTI AVE 1,CL,CLEMENTI,1.3103359223534499,103.77135567338301,222,40,2012
416,EUNOS RD 5,GL,GEYLANG,1.31796227298757,103.897452715277,27,4,1984
416,FERNVALE LINK,SK,SENGKANG,1.3902480499520902,103.880154762176,0,1,2016
416,HOUGANG AVE 10,HG,HOUGANG,1.3756857026079,103.896283815056,96,10,1984
416,JURONG WEST ST 42,JW,JURONG WEST,1.3524259143081798,103.725924618185,88,12,1983
416,PASIR RIS DR 6,PRC,PASIR RIS,1.3716366012098,103.95562074581801,96,13,1989
416,PANDAN GDNS,JE,JURONG EAST,1.3210261097978302,103.748313133948,30,4,1978
416,SAUJANA RD,BP,BUKIT PANJANG,1.38319686732577,103.76845411079,110,12,1988
416,SERANGOON CTRL,SGN,SERANGOON,1.3502056145117,103.87481852314001,60,11,1988
416,TAMPINES ST 41,TAP,TAMPINES,1.3591549021551397,103.947401738253,88,12,1985
416,WOODLANDS ST 41,WL,WOODLANDS,1.42836949933469,103.77375996849301,64,13,1994
416,YISHUN AVE 11,YS,YISHUN,1.42373289076122,103.846082250956,66,10,1992
416A,CLEMENTI AVE 1,CL,CLEMENTI,1.30982536445829,103.77007316985001,0,2,2011
416A,FERNVALE LINK,SK,SENGKANG,1.3906119627657199,103.879963560438,147,22,2014
416B,FERNVALE LINK,SK,SENGKANG,1.39048519034445,103.880509545623,140,21,2014
416C,FERNVALE LINK,SK,SENGKANG,1.3897994792969999,103.88064410102,141,21,2014
417,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3649595327478399,103.85519709772801,208,14,1978
417,BEDOK NTH AVE 2,BD,BEDOK,1.3275755122248702,103.93048235353399,96,25,1978
417,BT BATOK WEST AVE 4,BB,BUKIT BATOK,1.36290293349051,103.74648343742099,132,12,1985
417,CANBERRA RD,SB,SEMBAWANG,1.45199817874294,103.819475589257,91,14,1999
417,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38296498350584,103.741578052416,90,15,1991
417,CLEMENTI AVE 1,CL,CLEMENTI,1.31022566649473,103.77090184717899,136,20,2011
417,EUNOS RD 5,GL,GEYLANG,1.31807285075696,103.897087501294,116,17,1984
417,FAJAR RD,BP,BUKIT PANJANG,1.3839443327523797,103.76809317881599,48,4,1988
417,FERNVALE LINK,SK,SENGKANG,1.3915870480642802,103.879872486444,0,6,2017
417,HOUGANG AVE 8,HG,HOUGANG,1.37645924477187,103.89485732863501,108,13,1988
417,JURONG WEST ST 42,JW,JURONG WEST,1.3513093356136199,103.727345002671,112,10,1984
417,NORTHSHORE DR,PG,PUNGGOL,1.4174143069627698,103.90074439831899,0,2,2022
417,PASIR RIS DR 6,PRC,PASIR RIS,1.37193962542699,103.955451668479,120,13,1989
417,SERANGOON CTRL,SGN,SERANGOON,1.3499363939371698,103.875055737858,54,13,1988
417,TAMPINES ST 41,TAP,TAMPINES,1.3587809251878997,103.947275912962,150,12,1984
417,WOODLANDS ST 41,WL,WOODLANDS,1.4288583096184497,103.774024710128,64,13,1994
417,YISHUN AVE 11,YS,YISHUN,1.4243850673899099,103.846329063065,0,2,1992
417A,FERNVALE LINK,SK,SENGKANG,1.39157738784977,103.880701833491,209,22,2017
418,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.36494601377911,103.854043379775,201,14,1978
418,BEDOK NTH AVE 2,BD,BEDOK,1.32856421177175,103.930036524233,158,9,1978
418,CANBERRA RD,SB,SEMBAWANG,1.4523545962176698,103.819266367388,91,14,1999
418,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38237300803021,103.741352252705,88,12,1991
418,CLEMENTI AVE 1,CL,CLEMENTI,1.31017571904179,103.77000324485,204,28,2011
418,FAJAR RD,BP,BUKIT PANJANG,1.3843196614275,103.76886585999901,120,16,1988
418,FERNVALE LINK,SK,SENGKANG,1.3913814555486101,103.88053477583401,0,1,2017
418,HOUGANG AVE 8,HG,HOUGANG,1.3759829726075,103.895426311766,96,13,1988
418,JURONG WEST ST 42,JW,JURONG WEST,1.35114454366716,103.726473130998,24,4,1984
418,NORTHSHORE DR,PG,PUNGGOL,1.41802803386257,103.901276571093,0,3,2021
418,PASIR RIS DR 6,PRC,PASIR RIS,1.3718110870621898,103.95438126271,78,13,1988
418,SERANGOON CTRL,SGN,SERANGOON,1.3496801747836298,103.875279710468,54,13,1988
418,TAMPINES ST 41,TAP,TAMPINES,1.3582722131871101,103.94730894905899,132,12,1984
418,WOODLANDS ST 41,WL,WOODLANDS,1.42886831527829,103.774774277132,125,13,1994
418,YISHUN AVE 11,YS,YISHUN,1.42489931922191,103.847249789758,0,2,1992
418A,FERNVALE LINK,SK,SENGKANG,1.39100681228697,103.879606153016,208,22,2017
418B,FERNVALE LINK,SK,SENGKANG,1.3910136797817099,103.880194448477,190,20,2017
418C,FERNVALE LINK,SK,SENGKANG,1.3909454309751101,103.88101567196101,120,21,2017
419,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3653466972017898,103.85415182597,169,12,1978
419,BEDOK NTH ST 1,BD,BEDOK,1.3269662141745802,103.92813577162501,306,12,1978
419,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.36194738218147,103.746196377992,90,10,1986
419,CANBERRA RD,SB,SEMBAWANG,1.45217478366368,103.81882783814899,93,14,1999
419,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.3819257690617202,103.74156049873001,65,14,1992
419,CLEMENTI AVE 1,CL,CLEMENTI,1.3102183522286202,103.769589800875,221,20,2011
419,FAJAR RD,BP,BUKIT PANJANG,1.38394510110816,103.769613738594,126,12,1988
419,HOUGANG AVE 8,HG,HOUGANG,1.37612865303752,103.894831285996,96,13,1988
419,JURONG WEST ST 42,JW,JURONG WEST,1.3509338709282401,103.727172730504,110,12,1984
419,PASIR RIS DR 6,PRC,PASIR RIS,1.3715238543080601,103.95475307526699,80,11,1988
419,SERANGOON CTRL,SGN,SERANGOON,1.34920192004095,103.875859701938,96,13,1988
419,TAMPINES ST 41,TAP,TAMPINES,1.3578325217882,103.946726918914,162,12,1984
419,WOODLANDS ST 41,WL,WOODLANDS,1.4285142047347599,103.774572425077,62,12,1986
419,YISHUN AVE 11,YS,YISHUN,1.4237885551274299,103.847302873542,72,10,1992
419A,NORTHSHORE DR,PG,PUNGGOL,1.4177113957693797,103.90170771865299,105,25,2021
419A,YISHUN AVE 11,YS,YISHUN,1.4244011281583997,103.84751995340099,0,3,1992
419B,NORTHSHORE DR,PG,PUNGGOL,1.41803209660988,103.902160274039,118,20,2021
419C,NORTHSHORE DR,PG,PUNGGOL,1.4183012180406103,103.90257297467,118,20,2021
419D,NORTHSHORE DR,PG,PUNGGOL,1.41857437092253,103.903058002183,109,25,2021
42,BEDOK STH RD,BD,BEDOK,1.32147847826863,103.94072104691799,120,16,1977
42,BEO CRES,BM,BUKIT MERAH,1.28918796287518,103.826617709664,126,10,1964
42,CAMBRIDGE RD,KWN,KALLANG/WHAMPOA,1.31600523636076,103.84979157734101,56,8,1981
42,CASSIA CRES,GL,GEYLANG,1.31041140455932,103.886398004352,96,13,1980
42,CHAI CHEE ST,BD,BEDOK,1.32797877350562,103.92580479263201,212,13,1979
42,CIRCUIT RD,GL,GEYLANG,1.32685149716911,103.886394299529,82,18,1994
42,HOLLAND DR,QT,QUEENSTOWN,1.3079038330365602,103.79296144096399,16,4,1974
42,JLN BAHAGIA,KWN,KALLANG/WHAMPOA,1.32714983319587,103.856962444169,8,2,1959
42,KIM CHENG ST,BM,BUKIT MERAH,1.28443456965917,103.83159897303801,24,4,1949
42,SIMS DR,GL,GEYLANG,1.31700019582002,103.875994635636,66,12,1989
42,STIRLING RD,QT,QUEENSTOWN,1.2983328858440502,103.80229998705099,10,2,1963
42,TANGLIN HALT RD,QT,QUEENSTOWN,1.29847005618342,103.798580178027,118,10,1962
42,TELOK BLANGAH RISE,BM,BUKIT MERAH,1.27091870862143,103.82268538843799,152,14,1975
42A,HAVELOCK RD,BM,BUKIT MERAH,1.2891071685818898,103.82628690207,0,1,2001
42A,MARGARET DR,QT,QUEENSTOWN,1.29679541465292,103.807326025942,246,45,2021
42A,SIMS DR,GL,GEYLANG,1.3166688754362599,103.87609745599,24,4,1989
420,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.36499919016781,103.85311164773898,264,12,1979
420,BEDOK NTH ST 1,BD,BEDOK,1.32774467875639,103.928874390405,263,12,1978
420,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.36255043035849,103.745770795352,114,12,1985
420,CANBERRA RD,SB,SEMBAWANG,1.45267974712814,103.818888937745,92,14,1999
420,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.3814712751278302,103.74137594748501,75,16,1992
420,CLEMENTI AVE 1,CL,CLEMENTI,1.3100454897646499,103.76912384559401,300,40,2012
420,FAJAR RD,BP,BUKIT PANJANG,1.38465000737912,103.76951726565001,66,12,1988
420,HOUGANG AVE 10,HG,HOUGANG,1.37580558530645,103.894819073452,120,13,1988
420,JURONG WEST ST 42,JW,JURONG WEST,1.35057175087717,103.72717276553001,110,12,1984
420,NORTHSHORE DR,PG,PUNGGOL,1.4189875297443202,103.90301860589199,0,2,2022
420,PASIR RIS DR 6,PRC,PASIR RIS,1.37142743816906,103.954479067916,12,4,1988
420,SERANGOON CTRL,SGN,SERANGOON,1.34914910857961,103.87511704323099,96,13,1988
420,TAMPINES ST 41,TAP,TAMPINES,1.3578646621339199,103.947534562834,110,12,1984
420,WOODLANDS ST 41,WL,WOODLANDS,1.42814009724192,103.774574393421,62,12,1985
420A,CLEMENTI AVE 1,CL,CLEMENTI,1.3097910211685502,103.768657661297,0,2,2012
420A,NORTHSHORE DR,PG,PUNGGOL,1.4184391138867802,103.901599784186,120,25,2021
420B,NORTHSHORE DR,PG,PUNGGOL,1.4186531330314198,103.901912547383,93,19,2021
420C,NORTHSHORE DR,PG,PUNGGOL,1.41892697046947,103.902358246497,93,19,2021
420D,NORTHSHORE DR,PG,PUNGGOL,1.41916860720761,103.902815748067,147,26,2021
421,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.36538422642268,103.852966961527,134,13,1978
421,BEDOK NTH RD,BD,BEDOK,1.32825912318809,103.928973650256,156,14,1978
421,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.36251752917879,103.744946684475,114,12,1985
421,CANBERRA RD,SB,SEMBAWANG,1.45299061364994,103.818532777338,92,14,1999
421,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.3817789688188702,103.740747501903,88,12,1990
421,CLEMENTI AVE 1,CL,CLEMENTI,1.3090979870290802,103.76835591305401,300,40,2012
421,FAJAR RD,BP,BUKIT PANJANG,1.38439637247241,103.770045042926,86,12,1988
421,HOUGANG AVE 10,HG,HOUGANG,1.3754234732742199,103.894728671793,84,13,1988
421,JURONG WEST ST 42,JW,JURONG WEST,1.3501976375768,103.727348817983,108,10,1984
421,NORTHSHORE DR,PG,PUNGGOL,1.41938824536157,103.904183981931,0,1,2021
421,PASIR RIS DR 6,PRC,PASIR RIS,1.37110521918973,103.954876767473,90,11,1988
421,SERANGOON CTRL,SGN,SERANGOON,1.348845490498,103.87522463992599,96,13,1988
421,TAMPINES ST 41,TAP,TAMPINES,1.35751860691899,103.947536321519,110,12,1984
421,WOODLANDS ST 41,WL,WOODLANDS,1.4277743017085298,103.774621743717,72,13,1994
421A,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.3814392259234398,103.74102359089301,0,1,1992
421A,NORTHSHORE DR,PG,PUNGGOL,1.4190539209308501,103.903939265877,212,26,2020
421A,WOODLANDS ST 41,WL,WOODLANDS,1.4279740689006999,103.775142491959,0,5,1994
421B,NORTHSHORE DR,PG,PUNGGOL,1.4192465904819798,103.904704341534,236,26,2021
421C,NORTHSHORE DR,PG,PUNGGOL,1.41921326140542,103.905299855658,211,26,2021
422,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3679998880977902,103.85187394223101,197,13,1978
422,BEDOK NTH RD,BD,BEDOK,1.32868929343534,103.92889375425501,156,14,1978
422,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.36218905539242,103.745774940015,114,12,1985
422,CANBERRA RD,SB,SEMBAWANG,1.4534366866967299,103.818449528171,93,14,1999
422,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38225681754488,103.74095741946199,78,16,1991
422,CLEMENTI AVE 1,CL,CLEMENTI,1.30920998855191,103.76933631228901,289,20,2011
422,FAJAR RD,BP,BUKIT PANJANG,1.38501326288105,103.76967852796801,60,11,1988
422,HOUGANG AVE 6,HG,HOUGANG,1.3747727674088999,103.894050584351,99,10,1989
422,JURONG WEST ST 42,JW,JURONG WEST,1.3502543792217099,103.726390598371,90,10,1984
422,NORTHSHORE DR,PG,PUNGGOL,1.4195742643278302,103.904936786109,0,1,2021
422,PASIR RIS DR 6,PRC,PASIR RIS,1.37042585991842,103.954516818246,72,13,1989
422,SERANGOON CTRL,SGN,SERANGOON,1.34885014270397,103.87600083488,96,13,1988
422,TAMPINES ST 41,TAP,TAMPINES,1.3573143161146102,103.947005050195,32,4,1984
422A,FAJAR RD,BP,BUKIT PANJANG,1.3853668682496598,103.769973632306,0,7,2017
422A,NORTHSHORE DR,PG,PUNGGOL,1.41965710213285,103.90400665884701,181,26,2020
422B,NORTHSHORE DR,PG,PUNGGOL,1.41986018473745,103.90517462618,181,26,2021
423,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.36882519197371,103.851949438788,100,11,1978
423,BEDOK NTH AVE 1,BD,BEDOK,1.3279761411851299,103.927565110763,150,12,1978
423,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.3621569197002399,103.74494671855801,114,12,1985
423,CANBERRA RD,SB,SEMBAWANG,1.45374132100674,103.81812378251101,65,14,1999
423,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.3820241469387,103.740310723833,115,12,1990
423,CLEMENTI AVE 1,CL,CLEMENTI,1.30945612208307,103.769918822857,204,28,2011
423,FAJAR RD,BP,BUKIT PANJANG,1.38539699350942,103.76921113163401,64,17,1988
423,HOUGANG AVE 6,HG,HOUGANG,1.37415468804791,103.89401945837,90,10,1989
423,JURONG WEST AVE 1,JW,JURONG WEST,1.35086329358713,103.725435180772,88,8,1983
423,PASIR RIS DR 6,PRC,PASIR RIS,1.3701664165127398,103.95478558747101,80,11,1989
423,SERANGOON CTRL,SGN,SERANGOON,1.34849077160871,103.87558880273501,60,13,1988
423,TAMPINES ST 41,TAP,TAMPINES,1.3570727105721798,103.947601553633,114,12,1984
423,YISHUN AVE 11,YS,YISHUN,1.42284296540436,103.848313795012,110,12,1987
423A,CLEMENTI AVE 1,CL,CLEMENTI,1.3095085517535099,103.770219999871,0,1,2012
423A,NORTHSHORE CRES,PG,PUNGGOL,1.41904626961974,103.905793485343,240,26,2022
423A,SEMBAWANG DR,SB,SEMBAWANG,1.4534855490377803,103.817998090019,0,1,1999
423B,NORTHSHORE CRES,PG,PUNGGOL,1.41903834551698,103.90632428363399,191,26,2022
423C,NORTHSHORE CRES,PG,PUNGGOL,1.4190688711766801,103.90662205709499,0,1,2022
424,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.36860660305159,103.850808805402,175,12,1978
424,BEDOK NTH AVE 1,BD,BEDOK,1.32842001017399,103.927482674529,149,12,1978
424,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.36185535796354,103.74553689387,14,4,1986
424,CANBERRA RD,SB,SEMBAWANG,1.45383269452892,103.81873117822799,91,14,1999
424,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38148303585955,103.74030902923201,20,4,1990
424,CLEMENTI AVE 1,CL,CLEMENTI,1.30954013201633,103.770500847759,136,20,2011
424,FAJAR RD,BP,BUKIT PANJANG,1.38573866937107,103.769173144685,16,4,1988
424,HOUGANG AVE 6,HG,HOUGANG,1.37376370041837,103.893618945204,114,13,1989
424,JURONG WEST AVE 1,JW,JURONG WEST,1.35105755054315,103.724885928904,16,4,1983
424,PASIR RIS DR 6,PRC,PASIR RIS,1.37003389949157,103.95450563410101,16,4,1989
424,SERANGOON CTRL,SGN,SERANGOON,1.34814738936674,103.875590835007,60,13,1988
424,TAMPINES ST 41,TAP,TAMPINES,1.3574700321204298,103.948217690385,110,12,1984
424,WOODLANDS ST 41,WL,WOODLANDS,1.42729302492585,103.774859396818,99,12,1996
424,YISHUN AVE 11,YS,YISHUN,1.4230590050461,103.84905855998801,0,1,2014
424A,ANG MO KIO ST 42,AMK,ANG MO KIO,1.36813992123907,103.85113089279801,0,1,2006
424A,CANBERRA RD,SB,SEMBAWANG,1.4531911484380702,103.819067983913,0,5,1999
424A,YISHUN AVE 11,YS,YISHUN,1.42322643296323,103.848049317931,132,13,2014
424B,YISHUN AVE 11,YS,YISHUN,1.42324554532361,103.84854187629,132,13,2014
424C,YISHUN AVE 11,YS,YISHUN,1.4232587120959699,103.84915499643499,132,13,2013
424D,YISHUN AVE 11,YS,YISHUN,1.4228296635359698,103.84922338908899,108,13,2013
425,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.36912241721255,103.85161605706399,153,12,1978
425,BEDOK NTH RD,BD,BEDOK,1.32936960154505,103.929067536324,153,12,1978
425,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.36183235000251,103.745225942903,18,4,1986
425,CANBERRA RD,SB,SEMBAWANG,1.4543786727951202,103.818678117563,108,14,1999
425,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38121893045435,103.73948240398799,115,12,1990
425,CLEMENTI AVE 1,CL,CLEMENTI,1.30962652347549,103.771123130536,222,40,2012
425,FAJAR RD,BP,BUKIT PANJANG,1.3858579938205902,103.769495984289,64,17,1988
425,HOUGANG AVE 6,HG,HOUGANG,1.3734232935097,103.893600213613,78,13,1989
425,JURONG WEST AVE 1,JW,JURONG WEST,1.35085080574193,103.724437331849,125,8,1983
425,NORTHSHORE CRES,PG,PUNGGOL,1.4194852313072601,103.906402724407,0,1,2023
425,PASIR RIS DR 6,PRC,PASIR RIS,1.36956993932331,103.95486427508301,100,11,1989
425,SERANGOON AVE 1,SGN,SERANGOON,1.3481264349871,103.87660509777099,108,13,1988
425,TAMPINES ST 41,TAP,TAMPINES,1.35905994387853,103.94818218974001,88,12,1985
425,WOODLANDS ST 41,WL,WOODLANDS,1.4271131946091598,103.773996244241,84,13,1996
425,YISHUN AVE 11,YS,YISHUN,1.4224224212848502,103.84832651576599,110,12,1987
425A,NORTHSHORE CRES,PG,PUNGGOL,1.4196191660464599,103.906181939652,173,26,2022
425B,NORTHSHORE CRES,PG,PUNGGOL,1.4195109443133,103.90666229563101,197,26,2022
426,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.36948046776683,103.853309796692,132,12,1978
426,BEDOK NTH RD,BD,BEDOK,1.3298006327583798,103.928985674792,153,12,1978
426,BT BATOK WEST AVE 2,BB,BUKIT BATOK,1.3616797440564499,103.744897400512,90,10,1986
426,CHOA CHU KANG AVE 4,CCK,CHOA CHU KANG,1.38053535977728,103.739234509084,96,16,1991
426,CLEMENTI AVE 3,CL,CLEMENTI,1.31158040643013,103.76421127977699,151,12,1977
426,FAJAR RD,BP,BUKIT PANJANG,1.38622125256982,103.769484069418,12,4,1988
426,HOUGANG AVE 6,HG,HOUGANG,1.37356409032932,103.89307111249,63,10,1989
426,JURONG WEST AVE 1,JW,JURONG WEST,1.3515913942791102,103.72464010393,118,16,1984
426,PASIR RIS DR 6,PRC,PASIR RIS,1.3699683321348102,103.956002614221,132,12,1987
426,SERANGOON AVE 1,SGN,SERANGOON,1.34779505728773,103.876022094599,96,13,1988
426,TAMPINES ST 41,TAP,TAMPINES,1.3595747815281,103.94793004583799,72,13,1985
426,WOODLANDS ST 41,WL,WOODLANDS,1.42711341742037,103.773283188353,84,13,1996
426,YISHUN AVE 11,YS,YISHUN,1.42291843445629,103.846025289785,0,6,2013
426A,WOODLANDS ST 41,WL,WOODLANDS,1.42666337846925,103.77366273134199,0,5,1996
