blk_no,street,town_code,town,lat,lon,total_dwelling_units,max_floor_lvl,year_completed
1,BEACH RD,KWN,KALLANG/WHAMPOA,1.2950974078933999,103.85406834456998,142,16,1970
1,BEDOK STH AVE 1,BD,BEDOK,1.3208520868973301,103.933721091441,206,14,1975
1,CANTONMENT RD,CT,CENTRAL AREA,1.27549895431694,103.841398475091,0,2,2010
1,CHAI CHEE RD,BD,BEDOK,1.32796879176303,103.922716018139,102,15,1982
1,CHANGI VILLAGE RD,PRC,PASIR RIS,1.38854656229023,103.987804503483,55,4,1975
1,DELTA AVE,BM,BUKIT MERAH,1.29207525084313,103.828584077626,96,25,1982
1,DOVER RD,QT,QUEENSTOWN,1.30252994734952,103.78327166245899,125,12,1975
1,EUNOS CRES,GL,GEYLANG,1.32065764524822,103.90246344511,247,14,1977
1,EVERTON PK,BM,BUKIT MERAH,1.27742654288698,103.840001188095,95,12,1965
1,GEYLANG SERAI,GL,GEYLANG,1.31667885583163,103.898102655979,0,2,2009
1,GHIM MOH RD,QT,QUEENSTOWN,1.31287975684312,103.786855017635,220,15,1975
1,HAIG RD,GL,GEYLANG,1.31129091152628,103.897703432652,219,15,1976
1,HOLLAND CL,QT,QUEENSTOWN,1.30921937771546,103.796732386696,319,13,1973
1,HOUGANG AVE 3,HG,HOUGANG,1.36413097349222,103.89300132385,204,14,1974
1,JLN KUKOH,CT,CENTRAL AREA,1.28823101528053,103.839934168065,84,17,1969
1,JLN BT MERAH,BM,BUKIT MERAH,1.28645354030176,103.808242400418,244,14,1974
1,JOO CHIAT RD,GL,GEYLANG,1.31593802099835,103.898397565472,0,5,1984
1,KEMPAS RD,KWN,KALLANG/WHAMPOA,1.28578886408588,103.84983630609399,0,1,2025
1,KG KAYU RD,KWN,KALLANG/WHAMPOA,1.3035576967563,103.883796413118,107,10,1963
1,LOR 7 TOA PAYOH,TP,TOA PAYOH,1.3394303354336001,103.85344279099199,196,11,1968
1,LOR LEW LIAN,SGN,SERANGOON,1.35086712646949,103.87534393967199,179,14,1977
1,MARINE TER,MP,MARINE PARADE,1.30482902187781,103.918614976369,96,25,1974
1,MARSILING DR,WL,WOODLANDS,1.4406710986024698,103.77573994521299,159,11,1973
1,MAUDE RD,KWN,KALLANG/WHAMPOA,1.3075823020608999,103.858967398343,176,14,1970
1,PINE CL,GL,GEYLANG,1.3078705621941003,103.88319216492701,156,19,1998
1,PUNGGOL DR,PG,PUNGGOL,1.29396588639808,103.876995114944,0,6,2022
1,QUEEN'S RD,BT,BUKIT TIMAH,1.31726629524361,103.806782877524,88,23,1974
1,ST. GEORGE'S RD,KWN,KALLANG/WHAMPOA,1.3234026369407,103.86163080083,154,12,1975
1,TAMPINES WALK,TAP,TAMPINES,1.35218046898785,103.94059800151899,0,7,2016
1,TECK WHYE AVE,CCK,CHOA CHU KANG,1.38253882861959,103.75171090567801,118,13,1983
1,TELOK BLANGAH CRES,BM,BUKIT MERAH,1.2794566007733001,103.817897561986,148,16,1973
1,TG PAGAR PLAZA,CT,CENTRAL AREA,1.27625903973355,103.842923496499,163,24,1976
1,THOMSON RD,KWN,KALLANG/WHAMPOA,1.3255711309613702,103.84249383532101,8,4,1977
1,TOH YI DR,BT,BUKIT TIMAH,1.3395815587706599,103.77458631894599,132,13,1987
1,UPP ALJUNIED LANE,TP,TOA PAYOH,1.33429242358055,103.878746206637,0,1,2003
1,WOODLANDS IND PK E3,WL,WOODLANDS,1.45488870718178,103.80025404405599,0,2,1994
1A,CANTONMENT RD,CT,CENTRAL AREA,1.2778427104821999,103.840965923691,264,50,2009
1A,EUNOS CRES,GL,GEYLANG,1.3212903048279299,103.902727807563,2,2,1981
1A,EVERTON PK,BM,BUKIT MERAH,1.27719057474479,103.840257670063,0,1,2000
1A,KEMPAS RD,KWN,KALLANG/WHAMPOA,1.28814295807298,103.84893383249799,135,30,2025
1A,TELOK PAKU RD,PRC,PASIR RIS,1.3879665862418602,103.988298872524,0,5,2015
1A,TELOK BLANGAH CRES,BM,BUKIT MERAH,1.27960681823772,103.817790528392,0,1,2005
1A,THOMSON RD,KWN,KALLANG/WHAMPOA,1.3257612790349098,103.84305408255301,0,1,1980
1A,TOH YI DR,BT,BUKIT TIMAH,1.33904480982038,103.774300403826,0,4,1988
1B,CANTONMENT RD,CT,CENTRAL AREA,1.27779940676007,103.841403430465,264,50,2009
1B,KEMPAS RD,KWN,KALLANG/WHAMPOA,1.28814295807298,103.84893383249799,162,37,2025
1C,CANTONMENT RD,CT,CENTRAL AREA,1.27744909387079,103.841666679651,264,50,2009
1C,KEMPAS RD,KWN,KALLANG/WHAMPOA,1.27744909387079,103.841666679651,0,1,2025
1D,CANTONMENT RD,CT,CENTRAL AREA,1.2769202430471298,103.84148578836901,264,50,2009
1E,CANTONMENT RD,CT,CENTRAL AREA,1.27662168427371,103.841156142262,264,50,2009
1F,CANTONMENT RD,CT,CENTRAL AREA,1.27598699469415,103.841191762017,264,50,2009
1G,CANTONMENT RD,CT,CENTRAL AREA,1.27553229128302,103.841274606704,264,50,2009
10,BENDEMEER RD,KWN,KALLANG/WHAMPOA,1.3155099378363102,103.86095298297899,0,7,2016
10,CANTONMENT CL,BM,BUKIT MERAH,1.2745697428028702,103.839212088396,0,5,2000
10,CHAI CHEE RD,BD,BEDOK,1.32727572366024,103.924803599281,84,15,1999
10,DAKOTA CRES,GL,GEYLANG,1.3063411461488799,103.884458183612,53,7,1958
10,EUNOS CRES,GL,GEYLANG,1.32228655863069,103.90272051395901,180,16,1977
10,GLOUCESTER RD,KWN,KALLANG/WHAMPOA,1.3139165872196699,103.852209769739,207,14,1976
10,HAIG RD,GL,GEYLANG,1.31484641105661,103.895864993673,133,13,1976
10,HOLLAND AVE,QT,QUEENSTOWN,1.30814997104794,103.794275184926,101,14,1973
10,JLN KUKOH,CT,CENTRAL AREA,1.2869738344398,103.83907582348301,92,12,1970
10,JLN RUMAH TINGGI,BM,BUKIT MERAH,1.28820018880464,103.80836938743299,28,4,1986
10,JLN BATU,KWN,KALLANG/WHAMPOA,1.3020448825246298,103.88288714832501,132,12,1966
10,JLN BT HO SWEE,BM,BUKIT MERAH,1.2874583702018798,103.83267576598601,120,10,1962
10,JOO SENG RD,TP,TOA PAYOH,1.33461833377097,103.88016502251999,76,20,1982
10,LOR 7 TOA PAYOH,TP,TOA PAYOH,1.33716527577084,103.85722880791401,96,25,1997
10,MARSILING DR,WL,WOODLANDS,1.4408056741872,103.777318569996,84,22,1975
10,NTH BRIDGE RD,KWN,KALLANG/WHAMPOA,1.30555234047792,103.863562821016,224,16,1973
10,PINE CL,GL,GEYLANG,1.30915239429836,103.882242524292,120,13,1981
10,SELEGIE RD,CT,CENTRAL AREA,1.30370879401396,103.85053723874701,48,10,1963
10,ST. GEORGE'S RD,KWN,KALLANG/WHAMPOA,1.3237464881506,103.863412150847,12,4,1984
10,TECK WHYE AVE,CCK,CHOA CHU KANG,1.3804705464723799,103.755211077169,153,12,1977
10,TELOK BLANGAH CRES,BM,BUKIT MERAH,1.2777315319056202,103.819769431353,66,10,1974
10,TOH YI DR,BT,BUKIT TIMAH,1.33753956576436,103.77316106638901,36,7,1988
10,WOODLANDS AVE 8,WL,WOODLANDS,1.4542409966492,103.80017306172199,0,4,2000
10A,BENDEMEER RD,KWN,KALLANG/WHAMPOA,1.31499138887315,103.86050538635,220,40,2016
10A,BEDOK STH AVE 2,BD,BEDOK,1.32258561622607,103.93684942620399,0,5,1992
10A,BOON TIONG RD,BM,BUKIT MERAH,1.28635847107696,103.82962615570999,228,40,2014
10A,CHAI CHEE RD,BD,BEDOK,1.3271036430399799,103.924921271502,0,1,1999
10A,HOLLAND DR,QT,QUEENSTOWN,1.3084044705773799,103.79369748191601,0,6,1997
10A,JLN KUKOH,CT,CENTRAL AREA,1.2868379331704,103.838674084243,0,1,1999
10A,LOR 7 TOA PAYOH,TP,TOA PAYOH,1.33717164294913,103.857793534302,0,5,1997
10B,BEDOK STH AVE 2,BD,BEDOK,1.32235386630344,103.93618326311199,56,20,1994
10B,BENDEMEER RD,KWN,KALLANG/WHAMPOA,1.3154771533207401,103.86031293011601,184,40,2016
10B,BOON TIONG RD,BM,BUKIT MERAH,1.28633684743343,103.829204757258,160,30,2014
10B,LOR 7 TOA PAYOH,TP,TOA PAYOH,1.33716136352626,103.85835363938699,96,25,1997
10C,BEDOK STH AVE 2,BD,BEDOK,1.3220938987388702,103.936222129379,2,2,1994
10C,BENDEMEER RD,KWN,KALLANG/WHAMPOA,1.31584236197019,103.86064453972901,220,40,2016
10C,LOR 7 TOA PAYOH,TP,TOA PAYOH,1.33691012993388,103.858049346644,0,1,1997
10D,BEDOK STH AVE 2,BD,BEDOK,1.32177085910153,103.936326570445,84,23,1994
10E,BEDOK STH AVE 2,BD,BEDOK,1.3216200934601299,103.93704095934099,81,21,1992
10F,BEDOK STH AVE 2,BD,BEDOK,1.32221773472776,103.937001345916,67,24,1992
100,ALJUNIED CRES,GL,GEYLANG,1.32096619913269,103.88416743945601,198,12,1977
100,BEDOK NTH AVE 4,BD,BEDOK,1.33435593400813,103.939032711241,206,14,1978
100,C'WEALTH CRES,QT,QUEENSTOWN,1.30770527644459,103.80127247626301,75,10,1964
100,CIRCUIT RD,GL,GEYLANG,1.27816331856484,103.843572510582,0,2,2025
100,LOR 1 TOA PAYOH,TP,TOA PAYOH,1.3395640051788502,103.848585713817,192,16,1968
100,WHAMPOA DR,KWN,KALLANG/WHAMPOA,1.32077947735204,103.854348739922,96,25,1973
101,AH HOOD RD,KWN,KALLANG/WHAMPOA,1.32739678972466,103.84448102202101,96,25,1981
101,ALJUNIED CRES,GL,GEYLANG,1.32092275330583,103.883351967045,152,12,1977
101,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3702615838848897,103.839467898898,88,12,1977
101,BEDOK RESERVOIR RD,BD,BEDOK,1.32844913301989,103.909937396599,110,12,1985
101,BEDOK NTH AVE 4,BD,BEDOK,1.33448466712402,103.93792471096901,168,13,1977
101,BIDADARI PK DR,TP,TOA PAYOH,1.33624308974748,103.871288628902,0,2,2019
101,BISHAN ST 12,BH,BISHAN,1.3448591582815599,103.84840076518499,92,25,1986
101,BT BATOK WEST AVE 6,BB,BUKIT BATOK,1.34670636093149,103.74692066303801,96,13,1984
101,BT PURMEI RD,BM,BUKIT MERAH,1.2714625655644398,103.825683545567,140,11,1982
101,C'WEALTH CRES,QT,QUEENSTOWN,1.30805159231328,103.80084281441299,76,10,1964
101,CANBERRA ST,SB,SEMBAWANG,1.45139940532952,103.830860314615,0,1,2019
101,CLEMENTI ST 14,CL,CLEMENTI,1.32208936757696,103.76893341249,112,15,1984
101,GANGSA RD,BP,BUKIT PANJANG,1.3791643163364,103.767439286222,60,13,1986
101,HENDERSON CRES,BM,BUKIT MERAH,1.29071799751543,103.821625207737,96,12,1967
101,HOUGANG AVE 1,HG,HOUGANG,1.35493747800564,103.891360573947,108,9,1983
101,JLN RAJAH,KWN,KALLANG/WHAMPOA,1.32871478392959,103.850545321033,128,17,1980
101,JURONG EAST ST 13,JE,JURONG EAST,1.33701100762294,103.738787314099,238,16,1982
101,LENGKONG TIGA,BD,BEDOK,1.3251598338208799,103.910888819332,10,4,1988
101,PASIR RIS ST 12,PRC,PASIR RIS,1.3670502151661297,103.958181857039,96,13,1988
101,POTONG PASIR AVE 1,TP,TOA PAYOH,1.3331571012323797,103.868380398922,120,16,1984
101,PUNGGOL FIELD,PG,PUNGGOL,1.39848166105507,103.90580810578899,0,4,2001
101,RIVERVALE WALK,SK,SENGKANG,1.3827642889359701,103.899272035914,131,17,1998
101,SERANGOON NTH AVE 1,SGN,SERANGOON,1.3710363198809201,103.870360910842,144,13,1984
101,SIMEI ST 1,TAP,TAMPINES,1.34084991073362,103.95143371751699,140,11,1988
101,SPOTTISWOODE PK RD,BM,BUKIT MERAH,1.2752414129121201,103.836045808088,76,20,1973
101,TAMPINES ST 11,TAP,TAMPINES,1.3474003458416,103.94529491570499,120,11,1981
101,TECK WHYE LANE,CCK,CHOA CHU KANG,1.37788964623983,103.75423990954701,66,13,1988
101,TOWNER RD,KWN,KALLANG/WHAMPOA,1.3194327455709498,103.86109100677601,44,4,1982
101,WHAMPOA DR,KWN,KALLANG/WHAMPOA,1.32041710187606,103.853813946402,96,25,1973
101,WOODLANDS ST 13,WL,WOODLANDS,1.43598268540189,103.781932747463,146,10,1984
101,YISHUN AVE 5,YS,YISHUN,1.43053575384083,103.827667722074,107,4,1977
101A,BIDADARI PK DR,TP,TOA PAYOH,1.3368549172885702,103.870997554177,295,16,2020
101A,CANBERRA ST,SB,SEMBAWANG,1.4517389280332398,103.83045410628,164,15,2019
101A,LOR 2 TOA PAYOH,TP,TOA PAYOH,1.33974126719166,103.847264187382,64,17,1992
101A,PUNGGOL FIELD,PG,PUNGGOL,1.3979461677693998,103.905945136259,82,16,2001
101A,YISHUN AVE 5,YS,YISHUN,1.4311322899020702,103.828367142634,0,1,1984
101B,CANBERRA ST,SB,SEMBAWANG,1.4516631035308,103.831174909166,240,16,2019
101B,LOR 2 TOA PAYOH,TP,TOA PAYOH,1.33959884500115,103.847605414427,48,13,1992
101B,PUNGGOL FIELD,PG,PUNGGOL,1.39784715104398,103.906436071245,92,17,2001
101B,YISHUN AVE 5,YS,YISHUN,1.43139161655909,103.828230053946,0,1,1984
101C,LOR 2 TOA PAYOH,TP,TOA PAYOH,1.3392601871449399,103.847063773104,0,4,1992
101C,PUNGGOL FIELD,PG,PUNGGOL,1.39809045787163,103.906569305679,86,17,2001
101C,YISHUN AVE 5,YS,YISHUN,1.43153255083696,103.82798757517901,0,1,1984
101D,PUNGGOL FIELD,PG,PUNGGOL,1.3984847848358402,103.90614388691999,85,17,2001
102,ALJUNIED CRES,GL,GEYLANG,1.32043903021971,103.88242043324499,150,12,1977
102,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.37065009249378,103.839410348811,88,12,1977
102,BEDOK NTH AVE 4,BD,BEDOK,1.33390654765002,103.937458398204,149,14,1976
102,BEDOK RESERVOIR RD,BD,BEDOK,1.32849187727626,103.90926515578,24,4,1985
102,BISHAN ST 12,BH,BISHAN,1.3451431233477,103.847990805259,92,25,1986
102,BT BATOK WEST AVE 6,BB,BUKIT BATOK,1.34732995877415,103.747343554163,96,13,1984
102,BT PURMEI RD,BM,BUKIT MERAH,1.2719084233442401,103.826671653892,147,10,1983
102,C'WEALTH CRES,QT,QUEENSTOWN,1.3078246487802498,103.80062978717699,95,10,1964
102,CANBERRA ST,SB,SEMBAWANG,1.45183449125063,103.832106719013,0,6,2019
102,CLEMENTI ST 14,CL,CLEMENTI,1.32228557225907,103.76920188435899,8,4,1984
102,DEPOT RD,BM,BUKIT MERAH,1.28033700695657,103.813510155208,0,1,2017
102,GANGSA RD,BP,BUKIT PANJANG,1.37910762831306,103.768153816778,90,10,1986
102,HENDERSON CRES,BM,BUKIT MERAH,1.29036618714701,103.82157708445,140,14,1967
102,HOUGANG AVE 1,HG,HOUGANG,1.3549644629388502,103.89085505468701,90,13,1983
102,JLN RAJAH,KWN,KALLANG/WHAMPOA,1.32822306444762,103.85151975384501,198,12,1980
102,JLN DUSUN,KWN,KALLANG/WHAMPOA,1.32786874318473,103.844209602863,96,25,1981
102,JURONG EAST ST 13,JE,JURONG EAST,1.33609657873555,103.73821919166299,196,12,1981
102,LENGKONG TIGA,BD,BEDOK,1.32557930714659,103.91065754789,73,14,1988
102,PASIR RIS ST 12,PRC,PASIR RIS,1.36748427336518,103.95804105512501,96,13,1988
102,POTONG PASIR AVE 1,TP,TOA PAYOH,1.3336901273758999,103.868810587506,167,16,1983
102,PUNGGOL FIELD,PG,PUNGGOL,1.39828057833463,103.90565444548001,0,1,2001
102,RIVERVALE WALK,SK,SENGKANG,1.3818076102604802,103.900893229708,129,17,1998
102,SERANGOON NTH AVE 1,SGN,SERANGOON,1.37084327297739,103.87115360671899,24,4,1984
102,SIMEI ST 1,TAP,TAMPINES,1.34134724729923,103.951355068944,100,11,1988
102,SPOTTISWOODE PK RD,BM,BUKIT MERAH,1.2747297303666,103.83623549000299,76,20,1973
102,TAMPINES ST 11,TAP,TAMPINES,1.34671616267658,103.945521388285,140,11,1982
102,TECK WHYE LANE,CCK,CHOA CHU KANG,1.3770828413850098,103.75439443203699,64,9,1988
102,TOWNER RD,KWN,KALLANG/WHAMPOA,1.3205860945690902,103.862002015145,36,4,1983
102,WOODLANDS ST 13,WL,WOODLANDS,1.4360829492515002,103.781199565987,110,12,1984
102A,BIDADARI PK DR,TP,TOA PAYOH,1.33735663767481,103.87150184130199,205,16,2020
102A,CANBERRA ST,SB,SEMBAWANG,1.4511939051949498,103.832227554636,190,17,2019
102A,DEPOT RD,BM,BUKIT MERAH,1.28029134553106,103.81333235886,114,21,2016
102A,PUNGGOL FIELD,PG,PUNGGOL,1.39883318313427,103.90578355304301,85,17,2001
102A,RIVERVALE WALK,SK,SENGKANG,1.38215139024136,103.900075103796,0,5,1997
102B,BIDADARI PK DR,TP,TOA PAYOH,1.3362204542437701,103.871847066518,200,16,2020
102B,CANBERRA ST,SB,SEMBAWANG,1.45123970424368,103.83143636512,210,16,2019
102B,PUNGGOL FIELD,PG,PUNGGOL,1.39908525778671,103.90547140783801,86,17,2001
102C,CANBERRA ST,SB,SEMBAWANG,1.45155993035511,103.831765050319,0,1,2020
102C,PUNGGOL FIELD,PG,PUNGGOL,1.39876127750608,103.90493897318001,92,17,2000
102D,PUNGGOL FIELD,PG,PUNGGOL,1.39848070795438,103.90524975245899,82,16,2001
103,AH HOOD RD,KWN,KALLANG/WHAMPOA,1.3279626748378501,103.844826964123,96,25,1981
103,ALJUNIED CRES,GL,GEYLANG,1.32051692193259,103.88327031926701,154,12,1977
103,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3710165780460701,103.839304839187,131,12,1977
103,BEDOK NTH AVE 4,BD,BEDOK,1.3334825877776102,103.937542520091,154,14,1976
103,BEDOK RESERVOIR RD,BD,BEDOK,1.3287702223201998,103.909381354431,154,12,1985
103,BISHAN ST 12,BH,BISHAN,1.34551249132106,103.84831416238701,92,25,1986
103,BT BATOK CTRL,BB,BUKIT BATOK,1.34835438789001,103.748094095917,96,13,1984
103,BT PURMEI RD,BM,BUKIT MERAH,1.27208558524996,103.82549561540199,119,11,1982
103,C'WEALTH CRES,QT,QUEENSTOWN,1.3083459703918798,103.80021400439199,99,10,1964
103,CANBERRA ST,SB,SEMBAWANG,1.45067605411281,103.830757597034,0,1,2020
103,CLEMENTI ST 14,CL,CLEMENTI,1.3225885475063002,103.76917620579901,104,14,1984
103,EDGEFIELD PLAINS,PG,PUNGGOL,1.3974733981687,103.904821824666,0,1,2001
103,GANGSA RD,BP,BUKIT PANJANG,1.37867070821172,103.76853844095699,26,4,1986
103,HENDERSON CRES,BM,BUKIT MERAH,1.28974209684547,103.82137568156901,140,14,1967
103,HOUGANG AVE 1,HG,HOUGANG,1.35528223434406,103.89036014823999,81,13,1983
103,JLN RAJAH,KWN,KALLANG/WHAMPOA,1.32734625650333,103.852781411931,144,25,1983
103,JURONG EAST ST 13,JE,JURONG EAST,1.3366871501578999,103.738059200285,96,25,1982
103,LENGKONG TIGA,BD,BEDOK,1.32585546338588,103.910598910975,73,14,1988
103,LOR 1 TOA PAYOH,TP,TOA PAYOH,1.34010929042646,103.84818457408899,159,10,1967
103,PASIR RIS ST 12,PRC,PASIR RIS,1.3676950812385402,103.958404209993,96,13,1988
103,POTONG PASIR AVE 1,TP,TOA PAYOH,1.33411338676707,103.86952371663999,63,4,1983
103,RIVERVALE WALK,SK,SENGKANG,1.38291146712109,103.90120858331301,123,17,1998
103,SERANGOON NTH AVE 1,SGN,SERANGOON,1.37067353047523,103.870263924296,144,13,1984
103,SPOTTISWOODE PK RD,BM,BUKIT MERAH,1.27466096925722,103.835279824837,94,25,1976
103,TAMPINES ST 11,TAP,TAMPINES,1.3476966253555802,103.94622992088199,126,10,1982
103,TECK WHYE LANE,CCK,CHOA CHU KANG,1.3771307824627599,103.75355599376101,80,9,1988
103,TOWNER RD,KWN,KALLANG/WHAMPOA,1.3206438151228501,103.861634081148,80,11,1982
103,WOODLANDS ST 13,WL,WOODLANDS,1.43662123209683,103.78097673980999,32,4,1984
103,YISHUN RING RD,YS,YISHUN,1.43136934951879,103.82889284716299,64,4,1984
103A,BIDADARI PK DR,TP,TOA PAYOH,1.33561133729053,103.87172830638,116,17,2020
103A,CANBERRA ST,SB,SEMBAWANG,1.45103006132426,103.83053400871201,224,15,2019
103A,DEPOT RD,BM,BUKIT MERAH,1.2807019764268999,103.813353428682,96,25,1999
103A,EDGEFIELD PLAINS,PG,PUNGGOL,1.39825531783982,103.90475399638099,96,17,2000
103A,RIVERVALE WALK,SK,SENGKANG,1.3832150893352602,103.90065757721202,0,5,1998
103B,BIDADARI PK DR,TP,TOA PAYOH,1.33508985686118,103.871337510446,152,16,2020
103B,CANBERRA ST,SB,SEMBAWANG,1.4505659946544298,103.831238741555,224,15,2019
103B,DEPOT RD,BM,BUKIT MERAH,1.28073692384597,103.81313567856199,76,20,1999
103B,EDGEFIELD PLAINS,PG,PUNGGOL,1.39773127538405,103.90468537415,90,16,2000
103C,EDGEFIELD PLAINS,PG,PUNGGOL,1.3972666084538898,103.90453836308001,90,16,2001
104,ALJUNIED CRES,GL,GEYLANG,1.32006886595232,103.882818111651,88,12,1977
104,BEDOK RESERVOIR RD,BD,BEDOK,1.32924536652388,103.909923721507,84,15,1985
104,BEDOK NTH AVE 4,BD,BEDOK,1.3332985212474098,103.936601473643,153,14,1976
104,BISHAN ST 12,BH,BISHAN,1.34567502111973,103.84803290576001,24,4,1985
104,BT BATOK CTRL,BB,BUKIT BATOK,1.3489950025555,103.74725821860599,88,8,1984
104,BT PURMEI RD,BM,BUKIT MERAH,1.27239853587859,103.825625504182,132,12,1983
104,C'WEALTH CRES,QT,QUEENSTOWN,1.307958753119,103.799976942939,99,10,1964
104,CANBERRA ST,SB,SEMBAWANG,1.45028648074337,103.83189385487101,0,1,2017
104,CLEMENTI ST 14,CL,CLEMENTI,1.32294968512724,103.76918915226601,16,4,1984
104,GANGSA RD,BP,BUKIT PANJANG,1.37880399486153,103.76796875654,90,10,1986
104,HENDERSON CRES,BM,BUKIT MERAH,1.28936927489353,103.821538089569,96,12,1967
104,HOUGANG AVE 1,HG,HOUGANG,1.35478438666058,103.89031847592899,8,4,1983
104,JLN BT MERAH,BM,BUKIT MERAH,1.28102515462895,103.82446093445,216,12,1967
104,JLN RAJAH,KWN,KALLANG/WHAMPOA,1.3278049696145702,103.853262284564,144,25,1983
104,JLN DUSUN,KWN,KALLANG/WHAMPOA,1.32842530547545,103.844142365034,24,4,1980
104,JURONG EAST ST 13,JE,JURONG EAST,1.33658465311805,103.73762330384199,20,4,1982
104,LENGKONG TIGA,BD,BEDOK,1.32563496745023,103.90981519832701,55,9,1988
104,LOR 1 TOA PAYOH,TP,TOA PAYOH,1.34010887675627,103.849107848181,160,10,1967
104,PASIR RIS ST 12,PRC,PASIR RIS,1.3679527857873899,103.958702642513,130,11,1988
104,POTONG PASIR AVE 1,TP,TOA PAYOH,1.33433916892033,103.869158899303,174,16,1984
104,RIVERVALE WALK,SK,SENGKANG,1.38262745864986,103.900929877213,78,17,1997
104,SERANGOON NTH AVE 1,SGN,SERANGOON,1.37059316193954,103.87108680172199,24,4,1984
104,SPOTTISWOODE PK RD,BM,BUKIT MERAH,1.2744275469606698,103.834878784712,94,25,1976
104,TAMPINES ST 11,TAP,TAMPINES,1.34720576651077,103.94664175001301,119,11,1982
104,TECK WHYE LANE,CCK,CHOA CHU KANG,1.3770816212718897,103.752870448301,80,9,1988
104,TOWNER RD,KWN,KALLANG/WHAMPOA,1.31982354462647,103.86097974536399,90,11,1982
104,WHAMPOA DR,KWN,KALLANG/WHAMPOA,1.3207995912383101,103.85332778542102,112,19,1997
104,WOODLANDS ST 13,WL,WOODLANDS,1.43646587087028,103.781576865168,111,13,1984
104,YISHUN RING RD,YS,YISHUN,1.43152673197931,103.828419857888,0,1,1984
104A,ANG MO KIO ST 11,AMK,ANG MO KIO,1.3718270085449902,103.838803655863,60,12,1994
104A,BIDADARI PK DR,TP,TOA PAYOH,1.33532197788924,103.870933993338,290,17,2020
104A,CANBERRA ST,SB,SEMBAWANG,1.4503608335796299,103.83226421609501,140,15,2017
104A,DEPOT RD,BM,BUKIT MERAH,1.28045561330581,103.812317740785,96,25,1998
104A,EDGEFIELD PLAINS,PG,PUNGGOL,1.39680570477951,103.905054187798,92,17,2001
104A,HENDERSON CRES,BM,BUKIT MERAH,1.2890338600195201,103.821487214176,0,5,1997
104B,ANG MO KIO ST 11,AMK,ANG MO KIO,1.37151151416054,103.838458787545,88,12,1994
104B,CANBERRA ST,SB,SEMBAWANG,1.45037472294193,103.83164499814,168,15,2017
104B,DEPOT RD,BM,BUKIT MERAH,1.28049143987382,103.812100811742,76,20,1998
104B,EDGEFIELD PLAINS,PG,PUNGGOL,1.39660886204201,103.905303792463,92,17,2001
104C,ANG MO KIO ST 11,AMK,ANG MO KIO,1.3719331590721597,103.838330266768,0,5,1994
104C,CANBERRA ST,SB,SEMBAWANG,1.44970558002387,103.83177394561599,137,15,2017
104C,DEPOT RD,BM,BUKIT MERAH,1.28054680666878,103.811571538761,0,7,1997
104D,CANBERRA ST,SB,SEMBAWANG,1.44986411375674,103.832472736521,167,15,2017
105,ALJUNIED CRES,GL,GEYLANG,1.31946862097467,103.882751492944,88,12,1978
105,ANG MO KIO AVE 4,AMK,ANG MO KIO,1.37231328287074,103.837601112788,90,10,1977
105,BEDOK NTH AVE 4,BD,BEDOK,1.33372280929002,103.936517719048,155,14,1976
105,BEDOK RESERVOIR RD,BD,BEDOK,1.3291443794109599,103.909112780576,110,12,1985
105,BIDADARI PK DR,TP,TOA PAYOH,1.33378443640283,103.870408260143,0,1,2019
105,BISHAN ST 12,BH,BISHAN,1.3458949363250903,103.84736525276699,116,9,1985
105,BT BATOK CTRL,BB,BUKIT BATOK,1.34857265420051,103.747156223784,81,10,1984
105,BT PURMEI RD,BM,BUKIT MERAH,1.27248301325335,103.824703021719,144,13,1982
105,CANBERRA ST,SB,SEMBAWANG,1.44886402164277,103.832392850944,0,3,2017
105,CLEMENTI ST 12,CL,CLEMENTI,1.3227117902881498,103.76988810369,42,4,1984
105,DEPOT RD,BM,BUKIT MERAH,1.2808929801201498,103.812355313333,0,2,2016
105,EDGEFIELD PLAINS,PG,PUNGGOL,1.39722938599027,103.90559086907,0,4,2001
105,GANGSA RD,BP,BUKIT PANJANG,1.37831242120574,103.767763308976,40,4,1986
105,HENDERSON CRES,BM,BUKIT MERAH,1.29021420176948,103.822356844711,270,24,1974
105,HOUGANG AVE 1,HG,HOUGANG,1.3538472854580101,103.89009415471399,0,4,2005
105,JLN RAJAH,KWN,KALLANG/WHAMPOA,1.32857909987617,103.85387252355999,72,9,1983
105,JLN BT MERAH,BM,BUKIT MERAH,1.28063239751755,103.824935469367,324,12,1967
105,JURONG EAST ST 13,JE,JURONG EAST,1.33738746819333,103.738527627347,98,12,1982
105,LENGKONG TIGA,BD,BEDOK,1.3256483147145501,103.91011217937,8,4,1988
105,LOR 1 TOA PAYOH,TP,TOA PAYOH,1.34042264060961,103.84910944206301,160,10,1967
105,PASIR RIS ST 12,PRC,PASIR RIS,1.36843792148696,103.957538790848,120,11,1988
105,POTONG PASIR AVE 1,TP,TOA PAYOH,1.3344146057866202,103.86869426623001,178,16,1984
105,RIVERVALE WALK,SK,SENGKANG,1.3821561307149601,103.900711925224,78,17,1997
105,SERANGOON NTH AVE 1,SGN,SERANGOON,1.37024745860603,103.87022598049101,120,13,1983
