school,postal,lat,lon,address
Chij Saint Nicholas Girls' School,569405,1.37372967322212,103.83430887711599,501 ANG MO KIO STREET 13 CHIJ SAINT NICHOLAS GIRLS' SCHOOL SINGAPORE 569405
Chij Saint Theresa'S Convent,099138,1.27602924835422,103.82234390342501,160 LOWER DELTA ROAD CHIJ SAINT THERESA'S CONVENT SINGAPORE 099138
Chij Secondary,319764,1.3324621298145,103.842719447087,626 LORONG 1 TOA PAYOH CHIJ SECONDARY (TOA PAYOH) SINGAPORE 319764
Christ Church Secondary School,737924,1.42644768051242,103.793381860597,20 WOODLANDS DRIVE 17 CHRIST CHURCH SECONDARY SCHOOL SINGAPORE 737924
Chua Chu Kang Secondary School,688845,1.3832748380556699,103.75202451770001,3 TECK WHYE CRESCENT CHUA CHU KANG SECONDARY SCHOOL SINGAPORE 688845
Chung Cheng High School,439012,1.3053811307420702,103.89073656156799,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012
Clementi Town Secondary School,129904,1.31547497364054,103.762078703822,10 CLEMENTI AVENUE 3 CLEMENTI TOWN SECONDARY SCHOOL SINGAPORE 129904
Commonwealth Secondary School,608784,1.31912807800574,103.74575548565399,698 WEST COAST ROAD COMMONWEALTH SECONDARY SCHOOL SINGAPORE 608784
Compassvale Secondary School,545083,1.3962175753601997,103.899872150641,51 COMPASSVALE CRESCENT COMPASSVALE SECONDARY SCHOOL SINGAPORE 545083
Crescent Girls' School,247961,1.2933051143130903,103.81763480263399,357 TANGLIN ROAD CRESCENT GIRLS' SCHOOL SINGAPORE 247961
Crest Secondary School,609561,1.3435550229446,103.742543051925,561 JURONG EAST STREET 24 CREST SECONDARY SCHOOL SINGAPORE 609561
Damai Secondary School,479229,1.33754547956438,103.92641706448799,4800 BEDOK RESERVOIR ROAD DAMAI SECONDARY SCHOOL SINGAPORE 479229
Deyi Secondary School,569277,1.36734742078767,103.851936118929,1 ANG MO KIO STREET 42 DEYI SECONDARY SCHOOL SINGAPORE 569277
Dunearn Secondary School,659204,1.36363809340289,103.745003319776,21 BUKIT BATOK WEST AVENUE 2 DUNEARN SECONDARY SCHOOL SINGAPORE 659204
Dunman High School,436895,1.29912530389466,103.88286173631599,10 TANJONG RHU ROAD DUNMAN HIGH SCHOOL SINGAPORE 436895
Dunman Secondary School,529093,1.3605475096799198,103.95620727872601,21 TAMPINES STREET 45 DUNMAN SECONDARY SCHOOL SINGAPORE 529093
East Spring Secondary School,529231,1.3567582997105199,103.961104820719,30 TAMPINES STREET 34 EAST SPRING SECONDARY SCHOOL SINGAPORE 529231
Edgefield Secondary School,828814,1.40017929451505,103.902141221507,36 PUNGGOL FIELD EDGEFIELD SECONDARY SCHOOL SINGAPORE 828814
Evergreen Secondary School,738489,1.4412208377506501,103.793771501303,11 WOODLANDS STREET 83 EVERGREEN SECONDARY SCHOOL SINGAPORE 738489
Fajar Secondary School,678972,1.3755653919105402,103.763881894509,31 GANGSA ROAD FAJAR SECONDARY SCHOOL SINGAPORE 678972
Fuchun Secondary School,739062,1.43083398768944,103.77714799950199,21 WOODLANDS AVENUE 1 FUCHUN SECONDARY SCHOOL SINGAPORE 739062
Fuhua Secondary School,649410,1.34687989714199,103.726759673876,5 JURONG WEST STREET 41 FUHUA SECONDARY SCHOOL SINGAPORE 649410
Greendale Secondary School,828866,1.39728080015401,103.911575840457,51 EDGEDALE PLAINS GREENDALE SECONDARY SCHOOL SINGAPORE 828866
Greenridge Secondary School,679938,1.38192418627036,103.773616966157,32 BUKIT PANJANG RING ROAD GREENRIDGE SECONDARY SCHOOL SINGAPORE 679938
Guangyang Secondary School,579807,1.34467325334689,103.850550225186,8 BISHAN STREET 12 GUANGYANG SECONDARY SCHOOL SINGAPORE 579807
Hillgrove Secondary School,659250,1.35273549434774,103.753052391686,10 BUKIT BATOK STREET 52 HILLGROVE SECONDARY SCHOOL SINGAPORE 659250
Holy Innocents' High School,534786,1.37121506515605,103.896026606821,1191 UPPER SERANGOON ROAD HOLY INNOCENTS' HIGH SCHOOL SINGAPORE 534786
Hong Kah Secondary School,649370,1.35166667056344,103.727083852629,931 JURONG WEST STREET 42 HONG KAH SECONDARY SCHOOL SINGAPORE 649370
Hougang Secondary School,534256,1.37815588001477,103.881871598244,2 HOUGANG STREET 93 HOUGANG SECONDARY SCHOOL SINGAPORE 534256
Hua Yi Secondary School,649371,1.35235629697624,103.721726596827,60 JURONG WEST STREET 42 HUA YI SECONDARY SCHOOL SINGAPORE 649371
Hwa Chong Institution,269734,1.3248928138886102,103.80572848265,661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269734
Junyuan Secondary School,528933,1.35334124083264,103.933411373045,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933
Jurong Secondary School,618652,1.33014735400655,103.72409968506001,31 YUAN CHING ROAD JURONG SECONDARY SCHOOL SINGAPORE 618652
Jurong West Secondary School,648348,1.33525634519939,103.702098132579,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348
Jurongville Secondary School,609790,1.35154955857914,103.729112686371,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790
Juying Secondary School,649038,1.33817883513509,103.687206505485,33 JURONG WEST STREET 91 JUYING SECONDARY SCHOOL SINGAPORE 649038
Kent Ridge Secondary School,127368,1.3013528870229198,103.764927513408,147 WEST COAST ROAD KENT RIDGE SECONDARY SCHOOL SINGAPORE 127368
Kranji Secondary School,689333,1.39004038830495,103.741091095437,61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333
Kuo Chuan Presbyterian Secondary School,579795,1.3501096480955401,103.854891668362,10 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL SINGAPORE 579795
Loyang View Secondary School,519073,1.36665831773122,103.958066437297,12 PASIR RIS STREET 11 LOYANG VIEW SECONDARY SCHOOL SINGAPORE 519073
Manjusri Secondary School,408940,1.32752022209275,103.901811007466,20 UBI AVENUE 1 MANJUSRI SECONDARY SCHOOL SINGAPORE 408940
Maris Stella High School,368051,1.3413886554286898,103.87781407154101,25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 368051
Marsiling Secondary School,739110,1.43664424769957,103.77600809045401,12 MARSILING ROAD MARSILING SECONDARY SCHOOL SINGAPORE 739110
Mayflower Secondary School,569384,1.36833724573437,103.83543872232401,2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384
Meridian Secondary School,518901,1.3671073515704097,103.94927355635099,31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901
Methodist Girls' School,599986,1.33286306015344,103.78336339211201,11 BLACKMORE DRIVE METHODIST GIRLS' SCHOOL SINGAPORE 599986
Montfort Secondary School,538785,1.3739506779090602,103.888859849008,50 HOUGANG AVENUE 8 MONTFORT SECONDARY SCHOOL SINGAPORE 538785
Nan Chiau High School,545079,1.38868744166163,103.890286215943,20 ANCHORVALE LINK NAN CHIAU HIGH SCHOOL SINGAPORE 545079
Nan Hua High School,129956,1.3081412111061899,103.769015435345,41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956
Nanyang Girls' High School,288683,1.3306875696678502,103.80238541876301,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683
Naval Base Secondary School,768689,1.4192452929361499,103.831044083051,901 YISHUN RING ROAD NAVAL BASE SECONDARY SCHOOL SINGAPORE 768689
New Town Secondary School,139657,1.30998631560777,103.773248973337,1020 DOVER ROAD NEW TOWN SECONDARY SCHOOL SINGAPORE 139657
Ngee Ann Secondary School,529283,1.3543982390207698,103.95674468515499,1 TAMPINES STREET 32 NGEE ANN SECONDARY SCHOOL SINGAPORE 529283
North Vista Secondary School,545081,1.38125201421056,103.898926885819,11 RIVERVALE LINK NORTH VISTA SECONDARY SCHOOL SINGAPORE 545081
Northbrooks Secondary School,768692,1.42088102487939,103.84506025443198,585 YISHUN RING ROAD NORTHBROOKS SECONDARY SCHOOL SINGAPORE 768692
Northland Secondary School,768578,1.4357396204844202,103.840104687873,3 YISHUN STREET 22 NORTHLAND SECONDARY SCHOOL SINGAPORE 768578
Northlight School,327830,1.31982824931406,103.856326613258,151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830
Nus High School Of Mathematics And Science,129958,1.30616276294208,103.77008756239401,30 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE SINGAPORE 129958
Orchid Park Secondary School,768454,1.4148881871444101,103.838334919821,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454
Outram Secondary School,168622,1.28638748563469,103.83707282942,3 YORK HILL OUTRAM SECONDARY SCHOOL SINGAPORE 168622
Pasir Ris Crest Secondary School,518934,1.3723439082499498,103.95936257892299,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934
Pasir Ris Secondary School,529400,1.3546395660089698,103.94861467146099,390 TAMPINES STREET 21 PASIR RIS SECONDARY SCHOOL SINGAPORE 529400
Paya Lebar Methodist Girls' School,536742,1.35080512809599,103.88558660500601,296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742
Pei Hwa Secondary School,797702,1.39038045690067,103.87859347010401,21 FERNVALE LINK PEI HWA SECONDARY SCHOOL SINGAPORE 797702
Peicai Secondary School,556094,1.3592732485532502,103.87049227816601,10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094
Peirce Secondary School,575566,1.3661316757859099,103.829910355399,10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566
Ping Yi Secondary School,468980,1.3271402853606298,103.920835754422,61 CHAI CHEE STREET PING YI SECONDARY SCHOOL SINGAPORE 468980
Presbyterian High School,569845,1.38276544576928,103.842931021404,5209 ANG MO KIO AVENUE 6 PRESBYTERIAN HIGH SCHOOL SINGAPORE 569845
Punggol Secondary School,828870,1.40212629480046,103.909119265199,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870
Queenstown Secondary School,148800,1.29353329380772,103.81317546974,1 STRATHMORE ROAD QUEENSTOWN SECONDARY SCHOOL SINGAPORE 148800
Queensway Secondary School,149295,1.30047516692949,103.80172361393,2A MARGARET DRIVE QUEENSWAY SECONDARY SCHOOL SINGAPORE 149295
Raffles Girls' School,318871,1.34289945461471,103.84319823515999,2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871
Raffles Institution,574013,1.3462813520133898,103.842546848712,10 BISHAN STREET 21 RAFFLES INSTITUTION SINGAPORE 574013
Regent Secondary School,689621,1.3930940818271202,103.75068555327101,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621
River Valley High School,649961,1.34409326851787,103.70918270885299,6 BOON LAY AVENUE RIVER VALLEY HIGH SCHOOL SINGAPORE 649961
Riverside Secondary School,738524,1.44107794946847,103.788313471813,3 WOODLANDS STREET 81 RIVERSIDE SECONDARY SCHOOL SINGAPORE 738524
Saint Andrew'S Secondary School,359342,1.33099027392774,103.86594614030001,15 FRANCIS THOMAS DRIVE SAINT ANDREW'S SECONDARY SCHOOL SINGAPORE 359342
Saint Anthony'S Canossian Secondary School,469700,1.33496121372222,103.941668784027,1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700
Saint Gabriel'S Secondary School,556140,1.34664416834562,103.875734242964,24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140
Saint Hilda'S Secondary School,528986,1.35037576743343,103.936654688332,2 TAMPINES STREET 82 SAINT HILDA'S SECONDARY SCHOOL SINGAPORE 528986
Saint Joseph'S Institution,308274,1.32365560903137,103.82856650612699,38 MALCOLM ROAD SAINT JOSEPH'S INSTITUTION SINGAPORE 308274
Saint Margaret'S Secondary School,259240,1.3197746405058701,103.809602215402,111 FARRER ROAD SAINT MARGARET'S SECONDARY SCHOOL SINGAPORE 259240
"School Of Science And Technology, Singapore",138572,1.3131627861755701,103.77395412612199,"1 TECHNOLOGY DRIVE SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE SINGAPORE 138572"
School Of The Arts,227968,1.29935139016523,103.848721814414,1 ZUBIR SAID DRIVE SCHOOL OF THE ARTS (SOTA) SINGAPORE 227968
Sembawang Secondary School,757704,1.4453150213138997,103.816843258118,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704
Sengkang Secondary School,545090,1.38609933038601,103.898393057284,10 COMPASSVALE LANE SENG KANG SECONDARY SCHOOL SINGAPORE 545090
Serangoon Garden Secondary School,555889,1.3698904842453403,103.86914972225,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889
Serangoon Secondary School,534237,1.37555533250025,103.90191036399901,11 UPPER SERANGOON VIEW SERANGOON SECONDARY SCHOOL SINGAPORE 534237
Singapore Chinese Girls' School,309437,1.3210326874998501,103.82807785920099,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437
Singapore Sports School,737913,1.4264119295959499,103.789436172815,1 CHAMPIONS WAY SINGAPORE SPORTS SCHOOL SINGAPORE 737913
Spectra Secondary School,737758,1.43643850246342,103.804432703156,1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL SINGAPORE 737758
Springfield Secondary School,529593,1.34957563160044,103.930218334123,30 TAMPINES AVENUE 8 SPRINGFIELD SECONDARY SCHOOL SINGAPORE 529593
Swiss Cottage Secondary School,659322,1.3643339066124902,103.75067366906299,3 BUKIT BATOK STREET 34 SWISS COTTAGE SECONDARY SCHOOL SINGAPORE 659322
Tampines Secondary School,529427,1.3494348012804898,103.943989096075,252 TAMPINES STREET 12 TAMPINES SECONDARY SCHOOL SINGAPORE 529427
Tanglin Secondary School,127391,1.30977347800846,103.75821541431499,301 WEST COAST ROAD TANGLIN SECONDARY SCHOOL SINGAPORE 127391
Tanjong Katong Girls' School,439272,1.30729122654049,103.896293970001,20 DUNMAN LANE TANJONG KATONG GIRLS' SCHOOL SINGAPORE 439272
Tanjong Katong Secondary School,438796,1.30858337448723,103.89733012086799,130 HAIG ROAD TANJONG KATONG SECONDARY SCHOOL SINGAPORE 438796
Teck Whye Secondary School,688848,1.38380189005237,103.75524697253799,31 TECK WHYE CRESCENT TECK WHYE SECONDARY SCHOOL SINGAPORE 688848
Temasek Secondary School,465561,1.3157709851464199,103.94714753880899,600 UPPER EAST COAST ROAD TEMASEK SECONDARY SCHOOL SINGAPORE 465561
Unity Secondary School,689143,1.3996424682664201,103.746036144935,20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143
Victoria School,448879,1.30830803913152,103.92819753960698,4 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448879
West Spring Secondary School,677737,1.3878043388763501,103.760147452108,61 SENJA ROAD WEST SPRING SECONDARY SCHOOL SINGAPORE 677737
Westwood Secondary School,648350,1.35352613540022,103.701604293889,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350
Whitley Secondary School,579747,1.35549462375783,103.84256388119499,30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747
Woodgrove Secondary School,738990,1.4286283148565901,103.79630400484001,3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990
Woodlands Ring Secondary School,738239,1.4361136784037398,103.800520528487,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239
Woodlands Secondary School,739111,1.4391833170062198,103.774498782083,11 MARSILING ROAD WOODLANDS SECONDARY SCHOOL SINGAPORE 739111
Xinmin Secondary School,538789,1.37264290048821,103.88305053174801,11 HOUGANG AVENUE 8 XINMIN SECONDARY SCHOOL SINGAPORE 538789
Yio Chu Kang Secondary School,569868,1.37826335261874,103.841809445345,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868
Yishun Secondary School,768516,1.42813201188539,103.828814809222,4 YISHUN STREET 71 YISHUN SECONDARY SCHOOL SINGAPORE 768516
Yishun Town Secondary School,768610,1.43260423932068,103.838011671738,6 YISHUN STREET 21 YISHUN TOWN SECONDARY SCHOOL SINGAPORE 768610
Yuan Ching Secondary School,618654,1.3418918714568602,103.720630790899,103 YUAN CHING ROAD YUAN CHING SECONDARY SCHOOL SINGAPORE 618654
Yuhua Secondary School,649406,1.3472184493890802,103.722581522719,35 JURONG WEST STREET 41 YUHUA SECONDARY SCHOOL SINGAPORE 649406
Yusof Ishak Secondary School,658712,1.34233377803496,103.760013141667,11 BUKIT BATOK STREET 25 YUSOF ISHAK SECONDARY SCHOOL SINGAPORE 658712
Yuying Secondary School,538884,1.3569336032857902,103.890457624478,47 HOUGANG AVENUE 1 YUYING SECONDARY SCHOOL SINGAPORE 538884
Zhenghua Secondary School,677741,1.38819702290615,103.765252306514,91 SENJA ROAD ZHENGHUA SECONDARY SCHOOL SINGAPORE 677741
Zhonghua Secondary School,556123,1.34909736057026,103.86980003456101,13 SERANGOON AVENUE 3 ZHONGHUA SECONDARY SCHOOL SINGAPORE 556123
